price,category,bedrooms,bathrooms,building_size,condominium_name,sku,geo_location,furnished_status,title,address,short_description,url
18227000,condo,3,3,101,Valencia Hills,CD655AF88D8425BPH,"[121.0361368,14.6109081]",,"Three-Bedroom Unit for Sale Valencia Hills Tower E in Quezon City, Metro Manila","Valencia, Quezon City","Valencia Hills Tower E sits in a quietly elegant residential enclave along N. Domingo and Valencia Streets. It is a stone’s throw away from Broadway Centrum, Robinsons Magnolia, Greenhills Shopping Center, and Gilmore IT Center.  It has easy access to major thoroughfares and nearby cities. One can go to San Juan and Manila through N. Domingo and Aurora Boulevard. The Ortigas CBD and the rest of Quezon City can be reached via Ortigas and Gilmore Avenues. Public transportation is readily available along Aurora Boulevard and the LRT Line 2 Gilmore station can easily transport you to the different parts of the metropolis.  Valencia Hills  - Amenities and Features:  Multi-purpose Room Day Care Gym with Yoga Area Kiddie Play Area Adult Pool Kiddie Pool Pool Deck   Valencia Hills  - Unit Types:  1-Bedroom 2-Bedroom 3-Bedroom   Valencia Hills  - Vicinity: Churches:  Our Lady of Mount Carmel Shrine Christian Gospel Center San Juan St. John the Baptist Church Mary the Queen Parish Shrine of Jesus The Divine Word Immaculate Conception Cathedral of Cubao   Hospitals:  San Juan Medical Center St. Luke's Medical Center UERM Memorial Hospital Cardinal Santos Medical Center The Medical City Hospital   Schools:  St. Paul University Quezon City Jubilee Christian Academy St. Joseph's College of Quezon City Xavier School Immaculate Conception Academy Trinity University of Asia La Salle Greenhills   HLURB LTS No. 033332",https://www.lamudi.com.phhttps://www.lamudi.com.ph/new-developments/valencia-hills-1/three-bedroom-unit-for-sale-valencia-hills-tower-e-17004606857/
2800000,condo,2,1,28,,CD648C996BBD5E6PH,"[121.0521,14.7214]",270,SMDC HILL RESIDENCES FLEXI SUITE UNIT FOR SALE IN NOVALICHES QC / RENT TO OWN,"Novaliches, Quezon City","Hill Residences
For the right balance of comfort and convenience, look no further than Hill Residences in Novaliches, Quezon City. This elevated home gives you access to topnotch amenities and must-visit restaurants, retail zones, and entertainment spot.

7K per month - Rent to own promo / Ready for Occupancy
98k per sqm - from 3.1M down to 2.8M only ( Biggest discount ever)
Non Vatable Unit ( less another 12%)
No Ci Policy / No Income Docs needed
Perpetual Ownership

AMENITIES
Hill Residences welcomes you with amenities that turn your home into your personal resort including an outdoor swimming pool that homeowners and guest can dive into.
Convenience meets comfort
Located in Novaliches, Quezon City, Hill Residences gives you and your family everything you could ever need in a modern setting. Transportation hubs, restaurants, malls, specialty stores, and more abound, and Wi-Fi ready zones, jogging paths, a park, and a basketball court ensure that you’ll never want for things to do and see.

For more details and Inquiry, Pls message me now!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/smdc-hill-residences-flexi-suite-unit-for-sale-in-168693642469/
5619690,condo,1,1,23.72,GLAM RESIDENCES,CD66F9971AEA50FPH,"[121.035979,14.637561]",,PRE-SELLING: NO SPOT DOWNPAYMENT 1BR CONDO IN Q.C NEAR MRT AND GMA NETWORK,"South Triangle, Quezon City","GLAM RESIDENCES
Edsa GMA-Kamuning, Quezon City

PRE SELLING/ UNDERCONSTRUCTION
No Spot Downpayment
ZERO INTEREST
15%-20% Discount
50,000 Reservation Fee (Deductible!!!)
1 Bedroom
Basic & Semi-Furnished Deliverables

AMENITIES
Lap Pool
Kiddie Pool
Fitness Gym
Lounge Area
Function Room
Commercial Strip
Kid's Play Area

INVEST NOW! EARN LATER!
PERPETUAL OWNERSHIP
Foreigners and Dual Citizen = FULL OWNERSHIP

Requirements:
✔Signed reservation forms
✔Php 50,000 reservation fee
✔Passport or 2 valid ID

RESERVE YOURS NOW!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/pre-selling-no-spot-downpayment-1br-condo-in-q-c-n-172763317850/
18000000,condo,2,2,79,Eastwood Global Plaza Luxury Residence,CD65DFDC9C2CFB1PH,"[121.081903,14.605396]",271,"For Sale: 2 Bedroom Unit at Eastwood Global Plaza Luxury Residence, Quezon City","Bagumbayan, Quezon City","Eastwood Global Plaza Luxury Residence
Palm Tree Avenue, Eastwood City, Bagumbayan, Quezon City

-2-bedroom
-2 Toilet & Bath
-79 sqm
-Semi-furnished
-Upgraded unit
-Utility area
-Built-in cabinets
- Parking slot

Php 18,000,000

*Residential lobby with reception counter and lounge area
• Wi-fi internet access at main lobby and amenity floor
• Five (5) High-speed, interior finished passenger elevators
• One (1) service elevator
• Security command center for 24-hour monitoring of all building facilities
• Closed-circuit TV (CCTV) monitoring in selected areas
• Video phone security system connecting reception/security counter to all units
• Centralized Mail Room
• Arcaded Retail Spaces
• Automatic heat/ smoke detection and fire sprinkler system for all units
• Overhead tank and underground cistern for ample water supply
• Annunciator panel with emergency speaker at elevator lobby
• Standby power generator for selected common and residential units’ specified areas
• Building administrator/security office
• Maintenance and housekeeping services

Condo Property for Sale in Bagumbayan, Quezon City, Metro Manila",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/eastwood-global-plaza-luxury-residence/for-sale-2-bedroom-unit-at-eastwood-global-plaza-l-170916982097/
12980000,condo,2,1,51,Valencia Hills,CD66992F8C918E1PH,"[121.0443089,14.6621443]",270,VALENCIA HILLS QUEZON CITY,Quezon City,"Valencia Hills is a residential condominium project developed by Federal Land Inc., situated at N. Domingo Street corner Valencia Street in Quezon City.
 
This 28-storey high-rise offers a range of amenities and unit options to cater to diverse living preferences.

Project Details:

  Location: N. Domingo Street corner Valencia Street, Quezon City
  Completion Date: December 2022
  Developer: Federal Land Inc.
  HLURB LTS No.: 033332


Building Specifications:

  Floors: 28-storey building (excluding 13th and 14th floors)
  Units per Floor: 8 units from 8th to 22nd floors; 6 units from 23rd to 28th floors
  Total Residential Units: 140
  Residential Parking Slots: 137
  Commercial Units: 4
  Proposed Commercial Parking Slots: 10


Amenities:

  Indoor:
  Multi-purpose Room
  Day Care Center
  Gym with Yoga Area
  Children's Playground",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/valencia-hills-tower-e/valencia-hills-quezon-city-173729252243/
16800000,condo,2,1,80,The Erin Heights,CD66DD69FB8DCEBPH,"[121.042788,14.6820013]",,"80sqm 2BR Pre Selling in Quezon City near Miriam College, Ayala Mall, Fairview","Tandang Sora, Quezon City","PRE SELLING 2 BEDROOM 80SQM IN QUEZON CITY ERIN HEIGHTS  Project:  ERIN HEIGHTS   Location:  Commonwealth Ave. corner Tandang Sora Ave., Matandang Balara   Nearby:  School:  Miriam College Claret School of Quezon City Diliman Christian Academy Holy Family School   Hospital:  New Era General Hospital East Avenue Meducal Center General Malval Hospital Diliman Doctors Hospital Philippine Heart Center   Mall:  Ayala Mall Fairview Center Mall Centris Station Mall Public Market Robinson's Supermarket   UNIT DETAILS:  2 Bedroom 80 sqm Balcony   Unit Details:  Kitchen Living & Dining Area Bedroom 1 Bedroom 2 Toilet & Bath Balcony   Available Units:  Studio - 5.1M - 6.4M 2Bedrooms - 7.7M - 16.8M 3Bedrooms - 10.5M - 27M   Payment Terms:  12% DP to DP Period/RFO Date = 1% Special Discount   AMENITIES:  Fitness Gym Reception Lounge Sky Lounge Sky Promenade Sky Patio Shooting Court Garden Pool Deck Kiddie Pool Leisure Pool Outdor Fitness Area Childrens Play Area   For more info, please direct message me!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/80sqm-2br-pre-selling-in-quezon-city-near-miriam-c-172804671221/
14400000,condo,3,1,,The Crestmont,CD66DD50144E930PH,"[121.035979,14.637561]",,"3BR Pre Selling in Quezon City Th Crestmont near Ayala Mall, Fisher Mall,","South Triangle, Quezon City","PRE SELLING 3BEDROOM IN QUEZON CITY THE CRESTMONT

Project:

  THE CRESTMONT


Location:

  Panay Ave., South Triangle, Quezon City


Nearby:
Hospital:

  Providence Hospital
  Capitol Medical Center
  East Avenue Medical Center
  Philippine Heart Center


School:

  Quezon City High School
  Ambassador School
  St Claire School


Mall:

  Fisher Mall
  Ayala Mall
  Trinoma
  Centris Station Mall
  Gateway Mall


UNIT DETAILS:

  3 BEDROOM


Available Units:

  1Bedroom - 6.3M - 7.3M
  2Bedrooms - 10.1M - 12.2M
  3Bedrooms - 14.2M - 14.4M


Payment Terms:

  12% DP over DP Period + 21 months Downpayment extension  MOVE IN THROUGH CHINABANK PROMO 5% DP ONLY


AMENITIES:

  24-hour Security
  Arrival Court
  Convenience Store
  Landscaped Gardens
  Laundry Station
  Main Entrance Gate
  Open Lawn/Picnic Grove
  Perimeter Fence
  Pool Deck
  Pool Shower Area
  Pool Water Slides
  Provision for CCTV Cameras
  Standby Electric Generator
  Water Station
  WiFi Access
  Sky Lounge
  Fitness Gym
  Kiddie Pool
  Sky Deck Pool
  Lounge Area
  Children's Play Area
  Sky Promenade
  Entertainment Room
  Drop-Off Area


For more info, please direct message me!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/3br-pre-selling-in-quezon-city-th-crestmont-near-a-172577998883/
24000000,condo,3,3,103,The Arton by Rockwell,CD6713D41F9034DPH,"[121.076504,14.640624]",,Three Bedroom Condo in Katipunan Quezon City,"Loyola Heights, Quezon City","From the beginning, this master-planned high-rise residential community was designed to fit the different facets of the modern Filipino family's fast pace lifestyle.  So the Arton was Born - a 1.9 hectare, 80% open space development comprised of three residential towers - The Arton West, Arton North and Arton East Tower. Nestled atop a hill in Katipunan and located near many key locations in Quezon City. With its distinct placement and key amenities. The Arton blurred the lines between recreational and professional needs to create something distinctly Rockwell in Katipunan.  Details: - Three Bedroom  - 103 sqm floor area - 2 Tandem Parking slot - 3 Toilet and Bath - Facing Antipolo view - Includes 5 aircons - Installed water heater & shower enclosure in all the bathrooms - Windows installed with curtains",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/vista-shaw/three-bedroom-condo-in-katipunan-quezon-city-173673683169/
85922000,condo,3,,268,Parklinks,CD66A0946879874PH,"[121.070815,14.596756]",,Parklinks - North Tower 3-Bedroom West Sky Suite 268sqm,"Ugong Norte, Quezon City","Live a life with utmost ease and comfort at timeless residences backdropped by scenic views of the skyline!  Parklinks North and South Towers by Ayala Land Premier has 55 floors each. There are a total of 280 units for the North tower that offers one-bedroom to four-bedroom layouts ranging from 70 to 306 square meters. While the South tower has 313 units and offers one-bedroom to three-bedroom layouts ranging from 70 to 286 square meters.   Location: E. Rodriguez Jr. Ave, Quezon City Unit Size Available: 70 - 269sqm Price Range: Php26.7M to Php95.8M  Huge 15% discount for cash term!  Know more about Parklinks North and South Tower, contact: Doreen Bigcas Lorida  Premier Property Specialist  Viber, WhatsApp  PRC License : 0029427 DSHUD: NCRA17955  #ayalalandpremier #ayalaland #Parklinks #QuezonCity #realestate #realestateinvestment #luxuryrealestate #investment #propertyinvestment #luxuryproperty #investmentproperty #realestateagent #realtor #investors",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/parklinks-north-tower-3-bedroom-west-sky-suite-268-172179978419/
4600000,condo,1,1,40,PINE CREST,CD6148F0CAC8F85PH,"[121.0232,14.63518]",270,5% DP DOWN PAYMENT NEW MANILA QC LRT CUBAO ROB MAGNOLIA FULLY FURNISH,"Quezon Avenue, Quezon City","Aurora Blvd, Cor Balete Dr, New Manila, Quezon City near Robinsons Magnolia. Swiss Living in the City Inspired by Switzerland's tranquil atmosphere and green living, Pine Crest by Vista Land. Ready for Occupancy OPTION 1: 3% DP to Move -in with 7% Discount + Free Fully Furnished Promo OPTION 2: Rent-To-Own for only 3% DP to Move-in And for as low as 15K Monthly Available Units: Studio  3 Bedroom with balcony AMENITIES  Swimming Pool Gameroom Basket Ball Half Court Fitness Gym Function Hall Playground   READY FOR OCCUPANCY   Perfect for Airbnb / staycation business Nearby: 5mins walk to Robinsons Mangnolia 10mins to Araneta Center Cubao Near Farmers Plaza Up town center Mall   Amenities:  Game Room Half Basketball court Playground  Swimming pool  Available unit:  Studio with bal/drying cage 2 bedrooms with bal  For more information/Site viewing",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/5-dp-down-payment-new-manila-qc-lrt-cubao-rob-magn-173008948980/
3500000,condo,1,1,40,,CD6149010AE6C0EPH,"[121.0572,14.61777]",270,10K MONTHLY 2BR IN CUBAO QUEZON CITY MAKATI ORTIGAS MANDALUYONG MRT,"Cubao, Quezon City","Why invest in Mira Residences?

   Strategically located in Mirasol St., Cubao, Quezon City.
   No spot downpayment!
  5% Launch discount
  Pet friendly community
  Smart home features
   Local, OFW, Foreigners are welcome to invest!
   Pre selling rates
   High appreciation value

Nearby establishments:
Schools:

  Technological Institute of the Philippines
   Ateneo De Manila University
  Hospitals:
   World Citi Medical Center
   St. Luke's Medical Center Quezon City
  Philippines Heart Center
  Capitol Medical Center Malls
  Ali Mall
  SM City Cubao
  Farmers Market
  Gateway Mall

Transportation

   Araneta City Bus Port
   LRT 2 Cubao
   MRT 3 Cubao

Click the SEND MESSAGE to inquire now or schedule a viewing!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/manhattan-garden-city/10k-monthly-2br-in-cubao-quezon-city-makati-ortiga-17300858288/
3500000,condo,2,1,29.65,Vine Residences,CD6650036CADE76PH,"[121.0521,14.7214]",,"2 Bedrooms for sale in Vine Residences SM Novaliches, Quezon City","Novaliches, Quezon City","Vine Residences by SMDC is located right inside SM City Novaliches complex. Everything is within reach. Shop in any of over 200 retail stores, dine in over 40 restaurants or watch a movie in any of its digital cinemas, lifestyle like no other.   We offer:  * 5% DP Only to MOVE-IN * Flexible Payment terms (15% in 30mos, 85% Bank financing) * Property Appreciation Every Year * World Class Amenities * Mall Intergration development * Professional Property Management  Reason to Invest in Vine Residences: * High Return of Investment * Passive Income * Lifetime Ownership * Prime Location * Hotel-Like Lobbies * Resort-styled amenities * Good for rentals business * Good for Staycation * Good for AirBnB Business * High resale value  Available Units: * 2 BR - 29.65 SQM * 2 BR With Balcony - 31.65 SQM * 2 BR Loft type - 49.5 SQM  Amenities: * 2 Adult Lounge Pools * 1 Children's Splash Pool * Children's Play zone * Sunken Gardens * Eco Trail * Basketball Court / Volleyball Court * Gazebo * Camp Hill Site  Features: * Individual Mail boxes * Upper and Lower Ground Floor Parking * Overhead Water Tank * Sufficient Fire Exits * Stand-By Generator Set for Common Areas * Centralized Cistern Tank * Automatic Fire Alarm * Natural Air Ventilation * CCTV in Common Areas * 24/7 Security * 2 Elevators per Tower  Our Service Providers:  * Water - Maynilad * Electricity - Meralco * Internet - Depends on the Owner / Tenant  Nearby Location:  Mall Shopping Centers & Groceries * SM Novaliches (Infront of Vine Residences) * SM City Fairview (3 KM)  * SM North Edsa (5 KM)  Educational Institutions: * Our Lady of Lourdes Technological College (1 KM) * Sacred Heart Academy (3 KM) * FEU - NRMF (3 KM)  Health Institutions:  * FEU - NRMF Hospital (3 KM) * Veterans Memorial Medical Center (5 KM) * National Kidney and Transplant Institute (5 KM) * Lung Center of the Philippines (5 KM) * Philippine Heart Center (5 KM)  Place of Worship: * San Bartolome Parish (.90 KM) * Iglesia Ni Kristo (0.90 KM) * Good Shepherd Cathedral (3.20 KM)  Requirements: * Valid IDs * Signed Reservation Agreement  Reservation Fee: 25,000 Down payment: 15% Payable in 30 months ( 0% Interest) Balance: 85% Bank financing (Payable max up to 25 Years Term)",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/vine-residences/2-bedrooms-for-sale-in-vine-residences-sm-novalich-171651978842/
30000,condo,1,1,35,0,CD66DFFB223B4D4PH,"[121.06821,14.702178]",270,a month for Milan residenze 1 bedroom condo for investment,"Fairview, Quezon City","Im selling affordable quality residential condo unit, commercial space, for lease units & parking slot  For this 1br condo ranges from   Affordable Condominium in Quezon City with Strategic Location beside SM Fairview, Ayala Malls and Robinson Mall. Located in the heart of Fairview, Milan Residenze offers an urban lifestyle with unmatched convenience.  Own a unit at P30k/month down payment.  This condo in Fairview is perfect for those looking for residential properties around the metro that lie around all accessible location points and conveniences around the area. With its prime address, you can also ensure you can have all you need within reach.  UP Town Center Mall Araneta Center Ever Gotesco Commonwealth SM Cubao Gateway Mall Ali Mall Farmers Plaza Eastwood City Trinoma Mall SM City North EDSA Smart Araneta Coliseums UP Diliman Campus La Mesa Eco Park Ninoy Aquino Parks and Wildlife Center Ateneo de Manila University Miriam College St. Bridget School University of the Philippines - Diliman PSBA NCBA TIP Cubao World Citi College. World Citi Medical Center East Avenue Medical Center University Health Service UP Amang Rodriguez Medical Center Marikina Doctors Hospital and Medical Center Philippine Heart Center National Kidney and Transplant Institute MRT 3 MRT 7 LRT 1 LRT 2  Fitness Gym Swimming Pool Function Hall Play Ground Lobby  Contact us now.  #FairviewCondo #QuezonCityCondo #MillanResidenze #EUROTOWER #RFOCondo  LTS No. 031552 | Owned and Developed by: Euro Towers International Inc. | Milan Residenze Fairview | Address: Quirino Highway, cor. Maligaya Drive, Fairview, Quezon City, Philippines     Few units left now ! Less than overall 80 units available Inquire now",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/milan-residenze-fairview/a-month-for-milan-residenze-1-bedroom-condo-for-in-172604537491/
65494000,condo,3,,198,Parklinks North and South Tower,CD66A070349AC1DPH,"[121.070815,14.596756]",,Parklinks - North Tower 3-Bedroom Corner Residence 198sqm,"Ugong Norte, Quezon City","Live a life with utmost ease and comfort at timeless residences backdropped by scenic views of the skyline!  Parklinks North and South Towers by Ayala Land Premier has 55 floors each. There are a total of 280 units for the North tower that offers one-bedroom to four-bedroom layouts ranging from 70 to 306 square meters. While the South tower has 313 units and offers one-bedroom to three-bedroom layouts ranging from 70 to 286 square meters.   Location: E. Rodriguez Jr. Ave, Quezon City Unit Size Available: 70 - 269sqm Price Range: Php26.7M to Php95.8M  Huge 15% discount for cash term!  Know more about Parklinks North and South Tower, contact: #ayalalandpremier #ayalaland #Parklinks #QuezonCity #realestate #realestateinvestment #luxuryrealestate #investment #propertyinvestment #luxuryproperty #investmentproperty #realestateagent #realtor #investors",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/parklinks-north-tower-3-bedroom-corner-residence-1-172179051658/
11200000,condo,2,,118,One Grand View Lux Towerr,CD62D82A8B93179PH,"[121.003404,14.624211]",270,One Grand View Lux Tower Banawe QC for Sale 2BR 3BR 4BR,"Lourdes, Quezon City","This is an on going construction.....magnificent 45 storey residential tower presently being built at Banawe Street corner Mariano Cuenco Street in Quezon City now under preselling.   The developer is a veteran in the Binondo area high rise residentials.   The units range from the smallest at 132 sqm to 192 sqm at a fantastic price of only P105,000 per square meter, payable in 5 years no interest.   The smallest but generous space of 132 sqm will cost only P13.2 million and the largest at 192 sqm will be only P19.2 million. Units come with minimum 2 bedrooms to max of 4 bedrooms.   This development is the cheapest quality condominium in the whole of Metromanila at only P105,000 per square meter.....however, yun amortization is medyo not affordable vs mga naka sanayan na natin....this monthly amortization will range from a low of P235,000 per month for 5 years to a high of P345,000 per month for 5 years straight.....  Mura talaga cya kasi malaki units pero malaki naman monthly hulog......pero kung kaya ng budget, dito kana....walang talo dito kasi tuloy tuloy naman yun construction.....mata tapos yun project di gaya ng ibang developer nag aantay sa kakarampot na hulog ng mga home buyers na 20% tas 5 years to pay pa....mamuti mata mo sa tagal mayari yun building....  An dami narin bumili kaya naga gawa ni Developer tapusin yun building kahit mura benta per square meter.....",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/one-grand-view-lux-tower/one-grand-view-lux-tower-banawe-qc-for-sale-2br-3b-172910552228/
6940506,condo,1,1,37.5,AVIDA TOWERS CLOVERLEAF,CD66F6F73A0B3C5PH,"[121.000537,14.653102]",,1 Bedroom Unit for Sale in Avida Towers Cloverleaf Balintawak nearly RFO,"Balingasa, Quezon City","Hurry and Take the advantage with Promo Terms and Flexible payment terms with Zero interest plus more promos and discounts!!!
Reserve Now For Only P50,000

Promo terms:
10% Spot Down payment P640,050
10% Stretched Down Payment for only P16,525 per month in 42 months with 0 interest
80% Bank Financing

DISCOUNTS: 
*1.9%  Ayala Corp Anniversary Discount P137,648
*3.5% Anniversary Discount P248,744
*16% PROMO DISCOUNT P1,097,319
TOTAL DISCOUNTS: P1,483,711


Avida Towers Cloverleaf Tower 2 offers Studio, Junior 1BR, 1 Bedroom unit
Avida Towers Cloverleaf is within the 11 hectare property being developed by Ayala Land Company. It is a mixed use development with commercial, residential condominium and business community

//Factors Why You Should Love AVIDA TOWERS CLOVERLEAF//
> Highly Accessible Location
*Through EDSA
*Through A. Bonifacio
*Through Skyway Stage 3
*Walking Distance to Lrt1 Balintawak station
*Accessible also through public transportation
*Accesible going to New Manila International Airport


> With Nearby Establishments
*Direct Access to Ayala Mall Cloverleaf
*Minutes away from Sm North, Trinoma, S&R Munoz, Landers Balintawak, Fishermall QC
>Private and Secure, Safe Neighborhood
>Well Planned community
>Superior Payment Offering


For More Details, sample computation, Zoom Presentation and Site Visit Please Contact:
EDISON SAYAM
PRC#18149523 HLURB-DHSUD #04883808
Thank you, Stay Safe and God bless!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/1-bedroom-unit-for-sale-in-avida-towers-cloverleaf-172746117840/
3000000,condo,2,1,30,Vine Residences,CD6318AD5464C8FPH,"[121.0521,14.7214]",,SMDC Vine Residences 2 Bedroom Unit For Sale/Rent to Own in Quezon City,"Novaliches, Quezon City","SMDC VINE RESIDENCES is one of the most affordable projects of SMDC,with its great location inside the SM CITY NOVALICHES Complex,the residents are right in the heart of progressive hub in Quezon City. Being Near major thorougfares,terminals and transport hubs makes travelling very easy. Nearby institutions like schools and hospitals will just be a few minutes away.  The Vine Residences is now RFO Midrise Condominium project that exactly located in SM Novaliches Compound, Quirino Highway Premiere St. Novaliches Quezon City. It offers a lifesyle unlike any other in the area. Here, homes lie amongst rolling grassy spaces for a quiet and relaxed ambiance. While entertainment,convinience and a transportation hub are found in the mall next door. At Vine Residences Novaliches,you get more than just a home, you get a life Style.   Price Starts at 12k per month  Take advantage at the 10% to 15% disount offerings as part of the limited numbers of special units.  Move In promo - 5% Spot/ DP & No Income Documents needed.  Rent to Own Scheme - Light & Easy Special Payment Terms.  15k Reservation Fee Only. No Hidden Charges Perpetual Ownership.  Filipinos can now live in style, comfort, and convenience with SMDC. With quality amenities and top-notch services, SMDC has the makings of your next dream home.  SM Development Corporation commits itself to providing access to luxurious urban living through vertical villages perfectly integrated with a commercial retail environment, giving its residents access to a truly cosmopolitan lifestyle. Properties of SM Development Corporation are strategically situated in key areas across Metro Manila specifically the Central Business Districts of Mall of Asia Complex, Makati, Ortigas,Mandaluyong, Taguig, Quezon City, Manila, Pasay, Parañaque and Las Piñas.  They can also be easily accessed from neighboring provinces like Cavite,Laguna, Bulacan and Pampanga",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/vine-residences/smdc-vine-residences-2-bedroom-unit-for-sale-rent-166256162073/
8800000,condo,2,2,73,One Orchard Road,CD636871360AFEFPH,"[121.081903,14.605396]",270,"For Sale 2 Bedroom With 2 Solo Parking Slots At Eastwood, Quezon City","Bagumbayan, Quezon City",One Orchard Road 2 Bedroom Unit with 2 Solo Parking slots For Sale.   Renovation of unit included: - Change of flooring to wood grain luxury vinyl - Change of kitchen and lavatory countertops to granite - Change of lavatory faucets - Installation of shower enclosure for Master Bdrm - Installation of kitchen range hood - Installation of water heaters for both T&Bs.  Unit is unfurnished faces C5 and has a view of Ortigas Skyline and overlooks the St. John Paul II Parish Church.,https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/one-orchard-road/2-bedroom-with-2-solo-parking-slots-at-eastwood-166778911075/
12000000,condo,2,2,87,Valencia Hills,CD66C2E804A7B21PH,"[121.0361368,14.6109081]",,"Valencia Hills Condominium, Tower B, 2BR with Balcony and Parking FOR SALE in QC","Valencia, Quezon City","FOR SALE  Valencia Hills, Tower B, N. Domingo, Quezon City   Floor area: 87 sqm Fully furnished, 12th floor 2 BR, 2 T&B, Newly renovated w/ Maids room with own T&B with Balcony with Parking   Selling price: 12M at 137K/sqm  Betty Ongsiaco Gorospe RE/MAX Capital PRC RES License No. 16330",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/valencia-hills-tower-e/valencia-hills-condominium-tower-b-2br-with-balcon-172404941298/
10900000,condo,3,2,83,Cameron Residences,CD66DD5F97DCE3BPH,"[121.01559,14.634713]",,"Pre Selling 83sqm 3BR in Quezon City near Fisher Mall, Miriam College,Ayala Mall","Mariblo, Quezon City","CAMERON RESIDENCES PRE SELLING 3 BEDROOM 83 SQM IN QUEZON CITY  Project:  Cameron Residences   Location:  Mapalad St. Brgy. Mariblo, Roosevelt Ave.,Quezon City   Nearby:  Mall / Market:  Fisher Mall U.P Town Center Mall Ayala Malls South Triangle Gateway Mall   School:  Ambassador School Miriam College Claret School of Quezon City Miriam High School Quezon City Science High School   Hospital:  New Era General Hospital Philippine Heart Center East Avenue Medical Center Lung Center Quezon City General Hospital   UNIT DETAILS:  83 sqm Bedroom 3 Toilet & Bath Balcony   Unit Details:  Living& Dining Area Kitchen Bedroom 1 Bedroom 2 Bedroom 3 Toilet & bathroom 1 Toilet & bathroom 2 Balcony   Available Units:  1Bedroom - 5.1M - 6.1M 2Bedrooms - 6.8M - 9.6M 3Bedrooms - 10.6M - 10.9M   PAYMENT TERMS: 12% Downpayment into 21 months = 1% Special Discount OR MOVE IN THROUGH CHINABANK PROMO 5% DP ONLY  AMENITIES / Facilities :  Entertainment Room Snack Bar Fitness Gym Leisure Pool Game Area Lounge Reception Lounge Children's Play Area Gazebo Kiddie Pool Lap Pool Leisure Pool Sky Lounge Sky Promenade Convenience Store Laundry Station Water Station 24hrs Security Elevator   For more info, please direct message me!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/projects/cameron-residences/pre-selling-83sqm-3br-in-quezon-city-near-fisher-m-172578395987/
4888999,condo,1,1,24,,CD671C3E8E43F99PH,"[121.038526,14.62746]",269,Condo na may sports pa,"Kamuning, Quezon City","Victoria Sports Tower 2 is a unique condominium development in Quezon City that caters to fitness enthusiasts and those seeking an active lifestyle. It offers a wide range of sports facilities and amenities, making it the first indoor sports-themed condominium in the Philippines.Key features of Victoria Sports Tower 2 include: * Prime Location: Strategically located along EDSA, near the GMA-Kamuning and Quezon Avenue MRT stations, Victoria Sports Tower 2 provides easy access to various parts of Metro Manila. * World-Class Sports Facilities: The condominium boasts a wide array of sports facilities, including a basketball court, tennis court, badminton court, bowling alley, billiards and darts hall, squash court, shooting range, dance studio, and a state-of-the-art fitness center. * Luxurious Amenities: Residents can enjoy a range of luxurious amenities, such as a swimming pool, spa, wellness center, and a mini-theater. * Modern Living Spaces: The condominium offers modern and stylish living spaces, including studio, one-bedroom, and two-bedroom units, designed to provide comfort and convenience.Victoria Sports Tower 2 is more than just a residence; it's a lifestyle destination for fitness enthusiasts and those who appreciate a healthy and active lifestyle.",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/condo-na-may-sports-pa-172990427089/
